Bygg	Fra	DX1	DX2	DX3	DX4	DX5	DX6	DY1	DY2	DY3	DY4	DY5	DY6	ETXMin	ETXMax	ETYMin	ETXMax	Grunnlast	ETColor	Navn
Trondheim Kommune - Flatåsen nedre skole	08.01.2018		-11.8	12	20				25833	7792	7792			-15	20	0	32000	3000	0	
Trondheim Kommune - Stubban Barnehage	03.01.2000		-10	13.8	18.5				7815.6	2004	1743.48			-20	25	0	10000	1000	0	ET fra Entros eos
Trondheim Kommune - Stubban Barnehage	09.05.2016		-15	14	20				8400	2200	2200			-15	20	0	10000	2200	0	20170120 ØL: Ny ET-kurve
Trondheim Kommune - Stubban Barnehage	23.01.2017		-10.7	11.8	20				3751	1449	1449			-15	20	0	7000	1449	0	20170418 ØL: Ny ET-kurve
Trondheim Kommune - Tonstad b og u skole - paviljong	03.01.2000	-15	12.6	20.9				4357.5	415	415				-15	20	0	5000	600	0	Fra Entros EOS Grunnlast flyttet fra 0 til 600 Kwh
Trondheim Kommune - Tonstad b og u skole - paviljong	29.12.2014		-15	3	12	20			6000	1200	450	450		-15	20	0	7000	450	0	20170120 ØL: Ny ET-kurve
Trondheim Kommune - Tonstad b og u skole - paviljong	02.01.2017		-11.9	6.1	14	20			3415.2	1166	568.9	568.9		-15	20	0	4500	568.9	0	20180612 ØL: Ny ET-kurve
Trondheim Kommune - Persaunet helse- og velferdssenter	03.04.2017	-10.9	3.4	12.5	20			53661.4	31249.8	19905.7	19905.7			-15	20	0	60000	19905.7	0	20181214 ØL: Ny ET-kurve
Trondheim Kommune - Spongdal skole og Byneshallen	21.12.2015		-12.6	12.8	20				29585.9	11566.1	11566.1			-15	20	0	40000	11566.1	0	20170928 ØL: Ny ET-kurve
Trondheim Kommune - Jarleveien 10	16.10.2017		-5.6	11	26				42641.6	21622.7	21622.7			-15	20	0	50000	2188.7	0	20180308 ØL: Lagt høyt for å unngå alarm, bygget energioppfølges ikke
Trondheim Kommune - Jarleveien 10	01.01.2018		-14.3	16.1	20				25849.1	5773.6	5840			-15	20	0	50000	5584.9	0	200220 VS: Ny ET-kurve
Trondheim Kommune - Zion sykehjem	26.12.2011		-12.6	13.7	28.7				45056.6	12754.7	12754.7			-20	30	0	50000	12754.7	0	03.05.2018 SKB: Ny ET-kurve
Trondheim Kommune - Zion sykehjem	01.01.2018		-8.8	13.9	28.7				46566	13132.1	13132.1			-20	30	0	50000	13132.1	0	21022019 SKB: Ny ET-kurve
Trondheim Kommune - Valøya Sentralanlegg	01.01.2018	-13.6	2.7	5.2	10.8	14	20	79133.1	53321.7	40416.1	24603.8	17283	17283	-15	20	0	90000	17283	0	20190411 ØL: Ny ET-kurve
Trondheim Kommune - Kongsvegen 130 - Skoggruppa	29.01.2018		-13.7	14	28.8				3493.2	1504.6	1504.6			-15	20	0	6000	1504.6	0	20190204 ØL: Ny ET-kurve
Trondheim Kommune - Kongsvegen 130 - Skoggruppa	11.11.2019	-13.4	4	14	28.8			3240.3	2400	1504.6	1504.6			-15	20	0	6000	1504.6	0	20191111 VS: Ny ET-kurve
Trondheim Kommune - General Wibes veg 1	26.12.2016		-11.2	17.3	28.4				23731.1	5219.7	5219.7			-20	30	0	25000	5219.7	0	01102018 SKB: Ny ET-kurve (arealet må være feil her)
Trondheim Kommune - General Wibes veg 1	01.01.2018				-12.2	14	20				26599	7389.5	7389.5	-15	20	0	30000	7389.5	0	20190411 ØL: Ny ET-kurve
Trondheim Kommune - Analysesenteret	29.01.2018	-10.8	6.8	11	20			17121.7	9558.5	8573.6	8573.6			-15	20	0	23000	8573.6	0	20190204 ØL: Ny ET-kurve
Trondheim Kommune - Dalgård avlastningsbolig	01.01.2018		-10.3	14.4	30				7056.6	2000	2000			-20	30	0	10000	2000	0	21092018 SKB: Ny ET-kurve
Trondheim Kommune - Vidarheim dagsenter	26.12.2016		-13	14.8	30				9094.3	1924.5	1924.5			-20	30	0	10000	1924.5	0	01102018 SKB: Ny ET-kurve
Trondheim Kommune - Granåsen leir	29.01.2018		-9.1	19	28.9				15454.5	3500	3500			-20	30	0	18000	3500	0	01102018 SKB: Ny ET-kurve
Trondheim Kommune - Buranhus AKKS musikksenter	01.01.2018		-13.3	15.7	29.2				2754.7	415.1	415.1			-20	30	0	4000	415.1	0	01102018 SKB: Ny ET-kurve
Trondheim Kommune - Uffa-huset Innherredsveien	01.01.2018		-13.4	3	6.1	13	20		3377.4	2340.7	1623.6	772.5	772.5	-15	20	0	5000	772.5	0	20190411 ØL: Ny ET-kurve
Trondheim Kommune - Avanti	01.01.2018		-14.7	14.6	28				3583	602.3	602.3			-20	30	0	4500	602.3	0	01102018 SKB: Ny ET-kurve
Trondheim Kommune - Avanti	02.12.2019		-12.8	16.1	28.1				3410.6	585.1	585.1			-20	30	0	4500	585.1	0	20200109 VS: Ny ET-kurve
Trondheim Kommune - Helsevakta	29.10.2018		-15	1	11	20			31906	20114	13136.1	13004		-15	20	0	35000	13004	0	20190916 VS: Ny ET-kurve
